phi1,phi2,flip_time
-2.91212,0.532323,2.0698
-2.91212,0.594949,2.09939
-2.91212,0.657576,2.15831
-2.91212,0.720202,2.25045
-2.91212,0.782828,2.41415
-2.91212,0.845455,3.58086
-2.91212,0.908081,2.86169
-2.91212,0.970707,2.77866
-2.91212,1.03333,8.43005
-2.91212,1.09596,4.1349
-2.91212,1.15859,2.39102
-2.91212,1.22121,4.27896
-2.91212,1.28384,1.55777
-2.91212,1.34646,1.5009
-2.91212,1.40909,1.50117
-2.91212,1.47172,1.52919
-2.91212,1.53434,1.58993
-2.91212,1.59697,6.66526
-2.91212,1.6596,2.64729
-2.91212,1.72222,3.99696
-2.91212,1.78485,2.27927
-2.91212,1.84747,2.66446
-2.91212,1.9101,4.97808
-2.91212,1.97273,6.35685
-2.91212,2.03535,4.16346
-2.91212,2.09798,5.95565
-2.91212,2.16061,1.97173
-2.91212,2.22323,1.89597
-2.91212,2.28586,1.85813
-2.91212,2.34848,1.84196
-2.91212,2.41111,1.84498
-2.91212,2.47374,1.87089
-2.91212,2.53636,1.93496
-2.91212,2.59899,3.28564
-2.91212,2.66162,5.09348
-2.91212,2.72424,2.11026
-2.91212,2.78687,2.8401
-2.91212,2.84949,3.53898
-2.91212,2.91212,2.85387
-2.91212,2.97475,2.34488
-2.91212,3.03737,1.78614
-2.91212,3.1,1.71033
-2.84949,-3.1,0.13022
-2.84949,-3.03737,0.228105
-2.84949,-2.97475,0.324851
-2.84949,-2.91212,0.449342
-2.84949,-2.84949,3.46759
-2.84949,-2.78687,2.37585
-2.84949,-2.72424,2.11499
-2.84949,-2.66162,5.447
-2.84949,-2.59899,2.02119
-2.84949,-2.53636,1.71992
-2.84949,-2.47374,1.67354
-2.84949,-2.41111,1.65153
-2.84949,-2.34848,1.63675
-2.84949,-2.28586,1.62497
-2.84949,-2.22323,1.61478
-2.84949,-2.16061,1.6057
-2.84949,-2.09798,1.59754
-2.84949,-2.03535,1.5903
-2.84949,-1.97273,1.58399
-2.84949,-1.9101,1.57868
-2.84949,-1.84747,1.57442
-2.84949,-1.78485,1.5713
-2.84949,-1.72222,1.56942
-2.84949,-1.6596,1.56887
-2.84949,-1.59697,1.5698
-2.84949,-1.53434,1.57236
-2.84949,-1.47172,1.57675
-2.84949,-1.40909,1.58324
-2.84949,-1.34646,1.59215
-2.84949,-1.28384,1.60394
-2.84949,-1.22121,1.61923
-2.84949,-1.15859,1.63899
-2.84949,-1.09596,1.66492
-2.84949,-1.03333,1.70058
-2.84949,-0.970707,1.75825
-2.84949,-0.908081,2.03138
-2.84949,-0.845455,6.10124
-2.84949,-0.782828,3.72793
-2.84949,-0.720202,2.87925
-2.84949,-0.657576,2.68645
-2.84949,-0.594949,2.66067
-2.84949,-0.532323,2.68674
-2.84949,-0.469697,2.7686
-2.84949,-0.407071,3.02943
-2.84949,-0.344444,6.10338
-2.84949,-0.281818,-1
-2.84949,-0.219192,-1
-2.84949,-0.156566,6.14484
-2.84949,-0.0939394,9.21745
-2.84949,-0.0313131,9.24278
-2.84949,0.0313131,7.50442
-2.84949,0.0939394,4.42363
-2.84949,0.156566,2.98218
-2.84949,0.219192,2.85676
-2.84949,0.281818,2.83873
-2.84949,0.344444,3.00355
-2.84949,0.407071,3.97229
-2.84949,0.469697,2.29888
-2.84949,0.532323,2.01167
-2.84949,0.594949,1.96466
-2.84949,0.657576,1.95405
-2.84949,0.720202,1.96384
-2.84949,0.782828,1.99011
-2.84949,0.845455,2.03167
-2.84949,0.908081,2.08797
-2.84949,0.970707,2.15706
-2.84949,1.03333,2.23229
-2.84949,1.09596,2.30112
-2.84949,1.15859,2.35417
-2.84949,1.22121,2.39549
-2.84949,1.28384,2.43906
-2.84949,1.34646,2.51974
-2.84949,1.40909,2.78609
-2.84949,1.47172,6.11692
-2.84949,1.53434,7.57406
-2.84949,1.59697,3.56897
-2.84949,1.6596,4.16395
-2.84949,1.72222,11.9355
-2.84949,1.78485,3.63145
-2.84949,1.84747,5.20739
-2.84949,1.9101,2.33751
-2.84949,1.97273,1.93898
-2.84949,2.03535,1.87458
-2.84949,2.09798,1.8388
-2.84949,2.16061,1.81963
-2.84949,2.22323,1.81437
-2.84949,2.28586,1.82406
-2.84949,2.34848,1.85362
-2.84949,2.41111,1.91939
-2.84949,2.47374,2.86687
-2.84949,2.53636,2.98806
-2.84949,2.59899,2.41826
-2.84949,2.66162,4.43648
-2.84949,2.72424,2.85976
-2.84949,2.78687,3.1717
-2.84949,2.84949,4.78488
-2.84949,2.91212,2.17836
-2.84949,2.97475,1.73774
-2.84949,3.03737,1.66295
-2.84949,3.1,1.67853
-2.78687,-3.1,0.120499
-2.78687,-3.03737,0.207706
-2.78687,-2.97475,0.288711
-2.78687,-2.91212,0.382696
-2.78687,-2.84949,0.535957
-2.78687,-2.78687,2.40796
-2.78687,-2.72424,2.29374
-2.78687,-2.66162,2.00159
-2.78687,-2.59899,2.21839
-2.78687,-2.53636,7.09874
-2.78687,-2.47374,6.41966
-2.78687,-2.41111,1.90175
-2.78687,-2.34848,1.69559
-2.78687,-2.28586,1.63548
-2.78687,-2.22323,1.60498
-2.78687,-2.16061,1.58526
-2.78687,-2.09798,1.57083
-2.78687,-2.03535,1.55955
-2.78687,-1.97273,1.5504
-2.78687,-1.9101,1.54288
-2.78687,-1.84747,1.5367
-2.78687,-1.78485,1.53173
-2.78687,-1.72222,1.52795
-2.78687,-1.6596,1.52534
-2.78687,-1.59697,1.52397
-2.78687,-1.53434,1.52391
-2.78687,-1.47172,1.5253
-2.78687,-1.40909,1.52828
-2.78687,-1.34646,1.53304
-2.78687,-1.28384,1.53985
-2.78687,-1.22121,1.54898
-2.78687,-1.15859,1.56085
-2.78687,-1.09596,1.576
-2.78687,-1.03333,1.59523
-2.78687,-0.970707,1.61983
-2.78687,-0.908081,1.65223
-2.78687,-0.845455,1.69868
-2.78687,-0.782828,1.79571
-2.78687,-0.720202,2.20477
-2.78687,-0.657576,4.00484
-2.78687,-0.594949,4.68266
-2.78687,-0.532323,2.77103
-2.78687,-0.469697,2.66493
-2.78687,-0.407071,2.65231
-2.78687,-0.344444,2.68035
-2.78687,-0.281818,2.74477
-2.78687,-0.219192,2.85755
-2.78687,-0.156566,3.05484
-2.78687,-0.0939394,4.33893
-2.78687,-0.0313131,4.39442
-2.78687,0.0313131,4.35954
-2.78687,0.0939394,3.18326
-2.78687,0.156566,2.99831
-2.78687,0.219192,2.87958
-2.78687,0.281818,2.80969
-2.78687,0.344444,2.79053
-2.78687,0.407071,2.85747
-2.78687,0.469697,5.17527
-2.78687,0.532323,3.95707
-2.78687,0.594949,2.09288
-2.78687,0.657576,1.94016
-2.78687,0.720202,1.8982
-2.78687,0.782828,1.88091
-2.78687,0.845455,1.87755
-2.78687,0.908081,1.88441
-2.78687,0.970707,1.89982
-2.78687,1.03333,1.92314
-2.78687,1.09596,1.95474
-2.78687,1.15859,1.99672
-2.78687,1.22121,2.05547
-2.78687,1.28384,2.15028
-2.78687,1.34646,2.30817
-2.78687,1.40909,2.43461
-2.78687,1.47172,2.44772
-2.78687,1.53434,2.3173
-2.78687,1.59697,2.07994
-2.78687,1.6596,1.96995
-2.78687,1.72222,1.90751
-2.78687,1.78485,1.86443
-2.78687,1.84747,1.8333
-2.78687,1.9101,1.81139
-2.78687,1.97273,1.79774
-2.78687,2.03535,1.7925
-2.78687,2.09798,1.79683
-2.78687,2.16061,1.81348
-2.78687,2.22323,1.84878
-2.78687,2.28586,1.92485
-2.78687,2.34848,4.64744
-2.78687,2.41111,2.86691
-2.78687,2.47374,3.96628
-2.78687,2.53636,2.08009
-2.78687,2.59899,2.82307
-2.78687,2.66162,3.04119
-2.78687,2.72424,5.88328
-2.78687,2.78687,3.225
-2.78687,2.84949,1.96561
-2.78687,2.91212,1.68988
-2.78687,2.97475,1.62591
-2.78687,3.03737,1.6275
-2.78687,3.1,1.72872
-2.72424,-3.1,0.114195
-2.72424,-3.03737,0.194987
-2.72424,-2.97475,0.267198
-2.72424,-2.91212,0.346585
-2.72424,-2.84949,0.457652
-2.72424,-2.78687,6.53534
-2.72424,-2.72424,2.45381
-2.72424,-2.66162,2.18799
-2.72424,-2.59899,1.95216
-2.72424,-2.53636,2.01846
-2.72424,-2.47374,2.51188
-2.72424,-2.41111,3.78765
-2.72424,-2.34848,7.90928
-2.72424,-2.28586,2.35391
-2.72424,-2.22323,1.97113
-2.72424,-2.16061,1.77362
-2.72424,-2.09798,1.66708
-2.72424,-2.03535,1.61383
-2.72424,-1.97273,1.58175
-2.72424,-1.9101,1.55975
-2.72424,-1.84747,1.54348
-2.72424,-1.78485,1.53087
-2.72424,-1.72222,1.52095
-2.72424,-1.6596,1.51313
-2.72424,-1.59697,1.50713
-2.72424,-1.53434,1.50281
-2.72424,-1.47172,1.50011
-2.72424,-1.40909,1.49909
-2.72424,-1.34646,1.49981
-2.72424,-1.28384,1.5024
-2.72424,-1.22121,1.50702
-2.72424,-1.15859,1.5139
-2.72424,-1.09596,1.52334
-2.72424,-1.03333,1.5357
-2.72424,-0.970707,1.55153
-2.72424,-0.908081,1.57161
-2.72424,-0.845455,1.59724
-2.72424,-0.782828,1.63092
-2.72424,-0.720202,1.67906
-2.72424,-0.657576,1.77749
-2.72424,-0.594949,2.15785
-2.72424,-0.532323,-1
-2.72424,-0.469697,5.32737
-2.72424,-0.407071,2.83734
-2.72424,-0.344444,2.67103
-2.72424,-0.281818,2.64254
-2.72424,-0.219192,2.65531
-2.72424,-0.156566,2.69466
-2.72424,-0.0939394,2.7546
-2.72424,-0.0313131,2.82685
-2.72424,0.0313131,2.8933
-2.72424,0.0939394,2.92946
-2.72424,0.156566,2.9239
-2.72424,0.219192,2.88508
-2.72424,0.281818,2.83184
-2.72424,0.344444,2.78404
-2.72424,0.407071,2.75786
-2.72424,0.469697,2.77217
-2.72424,0.532323,2.90413
-2.72424,0.594949,-1
-2.72424,0.657576,6.18368
-2.72424,0.720202,2.08041
-2.72424,0.782828,1.91383
-2.72424,0.845455,1.8648
-2.72424,0.908081,1.83952
-2.72424,0.970707,1.82573
-2.72424,1.03333,1.81901
-2.72424,1.09596,1.8168
-2.72424,1.15859,1.81727
-2.72424,1.22121,1.81882
-2.72424,1.28384,1.82
-2.72424,1.34646,1.81963
-2.72424,1.40909,1.81692
-2.72424,1.47172,1.81165
-2.72424,1.53434,1.8043
-2.72424,1.59697,1.79582
-2.72424,1.6596,1.78743
-2.72424,1.72222,1.78041
-2.72424,1.78485,1.77602
-2.72424,1.84747,1.77562
-2.72424,1.9101,1.78079
-2.72424,1.97273,1.79376
-2.72424,2.03535,1.81855
-2.72424,2.09798,1.86469
-2.72424,2.16061,2.02277
-2.72424,2.22323,11.719
-2.72424,2.28586,2.83053
-2.72424,2.34848,3.50623
-2.72424,2.41111,2.13421
-2.72424,2.47374,3.91185
-2.72424,2.53636,2.87562
-2.72424,2.59899,3.1656
-2.72424,2.66162,3.51145
-2.72424,2.72424,2.25767
-2.72424,2.78687,1.80806
-2.72424,2.84949,1.64559
-2.72424,2.91212,1.59403
-2.72424,2.97475,1.59256
-2.72424,3.03737,1.65786
-2.72424,3.1,0.835621
-2.66162,-3.1,0.1104
-2.66162,-3.03737,0.187159
-2.66162,-2.97475,0.254223
-2.66162,-2.91212,0.325835
-2.66162,-2.84949,0.421078
-2.66162,-2.78687,4.33034
-2.66162,-2.72424,3.24199
-2.66162,-2.66162,2.59826
-2.66162,-2.59899,2.10895
-2.66162,-2.53636,1.92388
-2.66162,-2.47374,1.94447
-2.66162,-2.41111,2.06108
-2.66162,-2.34848,7.60873
-2.66162,-2.28586,3.35559
-2.66162,-2.22323,2.96733
-2.66162,-2.16061,3.67252
-2.66162,-2.09798,3.3804
-2.66162,-2.03535,2.04168
-2.66162,-1.97273,1.88577
-2.66162,-1.9101,1.76214
-2.66162,-1.84747,1.6726
-2.66162,-1.78485,1.61453
-2.66162,-1.72222,1.57601
-2.66162,-1.6596,1.54887
-2.66162,-1.59697,1.5289
-2.66162,-1.53434,1.51389
-2.66162,-1.47172,1.50261
-2.66162,-1.40909,1.4944
-2.66162,-1.34646,1.48889
-2.66162,-1.28384,1.48588
-2.66162,-1.22121,1.48531
-2.66162,-1.15859,1.48718
-2.66162,-1.09596,1.4916
-2.66162,-1.03333,1.49873
-2.66162,-0.970707,1.50882
-2.66162,-0.908081,1.52227
-2.66162,-0.845455,1.53966
-2.66162,-0.782828,1.56188
-2.66162,-0.720202,1.59055
-2.66162,-0.657576,1.62909
-2.66162,-0.594949,1.68804
-2.66162,-0.532323,1.86322
-2.66162,-0.469697,2.42152
-2.66162,-0.407071,3.81364
-2.66162,-0.344444,-1
-2.66162,-0.281818,2.78196
-2.66162,-0.219192,2.65689
-2.66162,-0.156566,2.63355
-2.66162,-0.0939394,2.64574
-2.66162,-0.0313131,2.6794
-2.66162,0.0313131,2.72638
-2.66162,0.0939394,2.77687
-2.66162,0.156566,2.81833
-2.66162,0.219192,2.8397
-2.66162,0.281818,2.83681
-2.66162,0.344444,2.81317
-2.66162,0.407071,2.7788
-2.66162,0.469697,2.74721
-2.66162,0.532323,2.73203
-2.66162,0.594949,2.75034
-2.66162,0.657576,2.86103
-2.66162,0.720202,4.82696
-2.66162,0.782828,4.4221
-2.66162,0.845455,2.28484
-2.66162,0.908081,1.96575
-2.66162,0.970707,1.87613
-2.66162,1.03333,1.83737
-2.66162,1.09596,1.81424
-2.66162,1.15859,1.79914
-2.66162,1.22121,1.78887
-2.66162,1.28384,1.7817
-2.66162,1.34646,1.77659
-2.66162,1.40909,1.77297
-2.66162,1.47172,1.77065
-2.66162,1.53434,1.76975
-2.66162,1.59697,1.77075
-2.66162,1.6596,1.77445
-2.66162,1.72222,1.78208
-2.66162,1.78485,1.79552
-2.66162,1.84747,1.81812
-2.66162,1.9101,1.85767
-2.66162,1.97273,1.96114
-2.66162,2.03535,3.0551
-2.66162,2.09798,2.82526
-2.66162,2.16061,2.86182
-2.66162,2.22323,6.62136
-2.66162,2.28586,2.33376
-2.66162,2.34848,5.61215
-2.66162,2.41111,2.86862
-2.66162,2.47374,3.03287
-2.66162,2.53636,2.74388
-2.66162,2.59899,3.20189
-2.66162,2.66162,2.05924
-2.66162,2.72424,1.71348
-2.66162,2.78687,1.60591
-2.66162,2.84949,1.56579
-2.66162,2.91212,1.56547
-2.66162,2.97475,1.61787
-2.66162,3.03737,0.864834
-2.66162,3.1,0.763763
-2.59899,-3.1,0.10818
-2.59899,-3.03737,0.182741
-2.59899,-2.97475,0.246979
-2.59899,-2.91212,0.314686
-2.59899,-2.84949,0.404729
-2.59899,-2.78687,3.25513
-2.59899,-2.72424,4.64859
-2.59899,-2.66162,2.42697
-2.59899,-2.59899,5.45803
-2.59899,-2.53636,2.05392
-2.59899,-2.47374,1.90624
-2.59899,-2.41111,1.90594
-2.59899,-2.34848,1.97128
-2.59899,-2.28586,2.13435
-2.59899,-2.22323,9.19063
-2.59899,-2.16061,9.15211
-2.59899,-2.09798,8.24735
-2.59899,-2.03535,3.56673
-2.59899,-1.97273,3.91102
-2.59899,-1.9101,6.56242
-2.59899,-1.84747,2.10179
-2.59899,-1.78485,1.94365
-2.59899,-1.72222,1.82483
-2.59899,-1.6596,1.72418
-2.59899,-1.59697,1.6461
-2.59899,-1.53434,1.59096
-2.59899,-1.47172,1.55273
-2.59899,-1.40909,1.52576
-2.59899,-1.34646,1.50652
-2.59899,-1.28384,1.49298
-2.59899,-1.22121,1.48395
-2.59899,-1.15859,1.47874
-2.59899,-1.09596,1.47696
-2.59899,-1.03333,1.47843
-2.59899,-0.970707,1.48311
-2.59899,-0.908081,1.49109
-2.59899,-0.845455,1.50261
-2.59899,-0.782828,1.51811
-2.59899,-0.720202,1.53829
-2.59899,-0.657576,1.56444
-2.59899,-0.594949,1.59911
-2.59899,-0.532323,1.64905
-2.59899,-0.469697,1.74988
-2.59899,-0.407071,2.09544
-2.59899,-0.344444,5.27872
-2.59899,-0.281818,-1
-2.59899,-0.219192,3.09456
-2.59899,-0.156566,2.69451
-2.59899,-0.0939394,2.63255
-2.59899,-0.0313131,2.62582
-2.59899,0.0313131,2.6457
-2.59899,0.0939394,2.68196
