phi1,phi2,flip_time
-3.1,1.9101,0.443274
-3.1,1.97273,0.47046
-3.1,2.03535,0.497601
-3.1,2.09798,0.524743
-3.1,2.16061,0.552012
-3.1,2.22323,0.579616
-3.1,2.28586,0.607888
-3.1,2.34848,0.637347
-3.1,2.41111,0.668893
-3.1,2.47374,0.704294
-3.1,2.53636,0.748181
-3.1,2.59899,0.830625
-3.1,2.66162,4.8186
-3.1,2.72424,3.93366
-3.1,2.78687,6.6493
-3.1,2.84949,3.89854
-3.1,2.91212,4.09068
-3.1,2.97475,1.83352
-3.1,3.03737,1.79494
-3.1,3.1,2.02982
-3.03737,-3.1,3.60544
-3.03737,-3.03737,5.25879
-3.03737,-2.97475,4.66774
-3.03737,-2.91212,0.553562
-3.03737,-2.84949,0.429417
-3.03737,-2.78687,0.373679
-3.03737,-2.72424,0.343365
-3.03737,-2.66162,0.326576
-3.03737,-2.59899,0.318684
-3.03737,-2.53636,0.317897
-3.03737,-2.47374,0.324285
-3.03737,-2.41111,0.341064
-3.03737,-2.34848,1.67764
-3.03737,-2.28586,1.61441
-3.03737,-2.22323,1.57625
-3.03737,-2.16061,1.55394
-3.03737,-2.09798,1.54259
-3.03737,-2.03535,1.54008
-3.03737,-1.97273,1.54597
-3.03737,-1.9101,1.56136
-3.03737,-1.84747,1.59
-3.03737,-1.78485,1.64402
-3.03737,-1.72222,1.80076
-3.03737,-1.6596,3.67974
-3.03737,-1.59697,19.2095
-3.03737,-1.53434,22.1262
-3.03737,-1.47172,9.6802
-3.03737,-1.40909,17.3155
-3.03737,-1.34646,13.0074
-3.03737,-1.28384,-1
-3.03737,-1.22121,5.72932
-3.03737,-1.15859,19.5617
-3.03737,-1.09596,3.48175
-3.03737,-1.03333,1.84178
-3.03737,-0.970707,1.7256
-3.03737,-0.908081,1.6913
-3.03737,-0.845455,1.68263
-3.03737,-0.782828,1.69166
-3.03737,-0.720202,1.71731
-3.03737,-0.657576,1.76127
-3.03737,-0.594949,1.82699
-3.03737,-0.532323,1.91993
-3.03737,-0.469697,2.05529
-3.03737,-0.407071,-1
-3.03737,-0.344444,-1
-3.03737,-0.281818,-1
-3.03737,-0.219192,-1
-3.03737,-0.156566,-1
-3.03737,-0.0939394,-1
-3.03737,-0.0313131,-1
-3.03737,0.0313131,-1
-3.03737,0.0939394,-1
-3.03737,0.156566,-1
-3.03737,0.219192,-1
-3.03737,0.281818,-1
-3.03737,0.344444,0.482542
-3.03737,0.407071,0.369865
-3.03737,0.469697,0.324491
-3.03737,0.532323,0.29895
-3.03737,0.594949,0.283374
-3.03737,0.657576,0.273892
-3.03737,0.720202,0.268587
-3.03737,0.782828,0.266392
-3.03737,0.845455,0.266664
-3.03737,0.908081,0.269008
-3.03737,0.970707,0.273173
-3.03737,1.03333,0.279006
-3.03737,1.09596,0.286419
-3.03737,1.15859,0.295364
-3.03737,1.22121,0.30582
-3.03737,1.28384,0.317772
-3.03737,1.34646,0.331201
-3.03737,1.40909,0.346073
-3.03737,1.47172,0.362324
-3.03737,1.53434,0.379864
-3.03737,1.59697,0.398573
-3.03737,1.6596,0.418318
-3.03737,1.72222,0.438956
-3.03737,1.78485,0.460359
-3.03737,1.84747,0.482427
-3.03737,1.9101,0.505103
-3.03737,1.97273,0.528386
-3.03737,2.03535,0.552359
-3.03737,2.09798,0.577222
-3.03737,2.16061,0.603373
-3.03737,2.22323,0.631587
-3.03737,2.28586,0.663542
-3.03737,2.34848,0.703924
-3.03737,2.41111,0.790721
-3.03737,2.47374,2.50186
-3.03737,2.53636,4.09856
-3.03737,2.59899,5.46542
-3.03737,2.66162,4.13422
-3.03737,2.72424,3.82924
-3.03737,2.78687,4.05734
-3.03737,2.84949,1.74337
-3.03737,2.91212,1.65142
-3.03737,2.97475,1.74401
-3.03737,3.03737,1.94055
-3.03737,3.1,4.08414
-2.97475,-3.1,18.8326
-2.97475,-3.03737,3.62417
-2.97475,-2.97475,2.99354
-2.97475,-2.91212,5.89542
-2.97475,-2.84949,6.06945
-2.97475,-2.78687,10.2456
-2.97475,-2.72424,9.57687
-2.97475,-2.66162,4.75699
-2.97475,-2.59899,1.75886
-2.97475,-2.53636,1.71499
-2.97475,-2.47374,1.71588
-2.97475,-2.41111,1.84228
-2.97475,-2.34848,7.03385
-2.97475,-2.28586,4.20969
-2.97475,-2.22323,7.09932
-2.97475,-2.16061,6.3261
-2.97475,-2.09798,14.7971
-2.97475,-2.03535,3.06976
-2.97475,-1.97273,4.68658
-2.97475,-1.9101,12.8256
-2.97475,-1.84747,4.64678
-2.97475,-1.78485,12.131
-2.97475,-1.72222,16.4184
-2.97475,-1.6596,5.52689
-2.97475,-1.59697,2.82306
-2.97475,-1.53434,15.5569
-2.97475,-1.47172,14.3342
-2.97475,-1.40909,15.5691
-2.97475,-1.34646,29.481
-2.97475,-1.28384,-1
-2.97475,-1.22121,-1
-2.97475,-1.15859,7.12683
-2.97475,-1.09596,8.32873
-2.97475,-1.03333,-1
-2.97475,-0.970707,4.85409
-2.97475,-0.908081,-1
-2.97475,-0.845455,-1
-2.97475,-0.782828,-1
-2.97475,-0.720202,-1
-2.97475,-0.657576,-1
-2.97475,-0.594949,-1
-2.97475,-0.532323,-1
-2.97475,-0.469697,-1
-2.97475,-0.407071,-1
-2.97475,-0.344444,-1
-2.97475,-0.281818,-1
-2.97475,-0.219192,-1
-2.97475,-0.156566,-1
-2.97475,-0.0939394,-1
-2.97475,-0.0313131,-1
-2.97475,0.0313131,-1
-2.97475,0.0939394,-1
-2.97475,0.156566,-1
-2.97475,0.219192,-1
-2.97475,0.281818,-1
-2.97475,0.344444,-1
-2.97475,0.407071,-1
-2.97475,0.469697,-1
-2.97475,0.532323,-1
-2.97475,0.594949,0.460077
-2.97475,0.657576,0.409354
-2.97475,0.720202,0.383174
-2.97475,0.782828,0.368217
-2.97475,0.845455,0.359971
-2.97475,0.908081,0.356314
-2.97475,0.970707,0.356085
-2.97475,1.03333,0.35858
-2.97475,1.09596,0.363354
-2.97475,1.15859,0.370102
-2.97475,1.22121,0.378613
-2.97475,1.28384,0.38873
-2.97475,1.34646,0.400327
-2.97475,1.40909,0.413298
-2.97475,1.47172,0.427548
-2.97475,1.53434,0.442989
-2.97475,1.59697,0.45954
-2.97475,1.6596,0.47714
-2.97475,1.72222,0.495746
-2.97475,1.78485,0.515361
-2.97475,1.84747,0.536052
-2.97475,1.9101,0.557998
-2.97475,1.97273,0.581582
-2.97475,2.03535,0.6076
-2.97475,2.09798,0.637874
-2.97475,2.16061,0.677981
-2.97475,2.22323,2.83785
-2.97475,2.28586,2.87236
-2.97475,2.34848,7.17666
-2.97475,2.41111,9.39261
-2.97475,2.47374,6.18097
-2.97475,2.53636,3.96518
-2.97475,2.59899,3.80593
-2.97475,2.66162,4.02671
-2.97475,2.72424,10.8631
-2.97475,2.78687,1.5872
-2.97475,2.84949,1.62805
-2.97475,2.91212,1.7389
-2.97475,2.97475,1.95464
-2.97475,3.03737,3.79335
-2.97475,3.1,3.98817
-2.91212,-3.1,2.9729
-2.91212,-3.03737,3.55662
-2.91212,-2.97475,3.16022
-2.91212,-2.91212,2.11593
-2.91212,-2.84949,2.49648
-2.91212,-2.78687,2.28318
-2.91212,-2.72424,2.32031
-2.91212,-2.66162,3.15828
-2.91212,-2.59899,4.06681
-2.91212,-2.53636,3.94703
-2.91212,-2.47374,3.94861
-2.91212,-2.41111,4.06086
-2.91212,-2.34848,20.406
-2.91212,-2.28586,6.83554
-2.91212,-2.22323,6.10838
-2.91212,-2.16061,5.93241
-2.91212,-2.09798,10.5009
-2.91212,-2.03535,7.54467
-2.91212,-1.97273,5.90268
-2.91212,-1.9101,9.73498
-2.91212,-1.84747,15.6527
-2.91212,-1.78485,4.23441
-2.91212,-1.72222,3.94891
-2.91212,-1.6596,3.86308
-2.91212,-1.59697,3.84711
-2.91212,-1.53434,3.98808
-2.91212,-1.47172,5.65284
-2.91212,-1.40909,4.02952
-2.91212,-1.34646,3.40968
-2.91212,-1.28384,8.79736
-2.91212,-1.22121,10.4161
-2.91212,-1.15859,24.1751
-2.91212,-1.09596,-1
-2.91212,-1.03333,-1
-2.91212,-0.970707,-1
-2.91212,-0.908081,-1
-2.91212,-0.845455,-1
-2.91212,-0.782828,-1
-2.91212,-0.720202,-1
-2.91212,-0.657576,-1
-2.91212,-0.594949,-1
-2.91212,-0.532323,-1
-2.91212,-0.469697,-1
-2.91212,-0.407071,-1
-2.91212,-0.344444,-1
-2.91212,-0.281818,-1
-2.91212,-0.219192,-1
-2.91212,-0.156566,-1
-2.91212,-0.0939394,-1
-2.91212,-0.0313131,-1
-2.91212,0.0313131,-1
-2.91212,0.0939394,-1
-2.91212,0.156566,-1
-2.91212,0.219192,-1
-2.91212,0.281818,-1
-2.91212,0.344444,-1
-2.91212,0.407071,-1
-2.91212,0.469697,-1
-2.91212,0.532323,-1
-2.91212,0.594949,-1
-2.91212,0.657576,-1
-2.91212,0.720202,-1
-2.91212,0.782828,-1
-2.91212,0.845455,0.517079
-2.91212,0.908081,0.477902
-2.91212,0.970707,0.459363
-2.91212,1.03333,0.450357
-2.91212,1.09596,0.447191
-2.91212,1.15859,0.448123
-2.91212,1.22121,0.452187
-2.91212,1.28384,0.458789
-2.91212,1.34646,0.467546
-2.91212,1.40909,0.478199
-2.91212,1.47172,0.490582
-2.91212,1.53434,0.504602
-2.91212,1.59697,0.520249
-2.91212,1.6596,0.537615
-2.91212,1.72222,0.556963
-2.91212,1.78485,0.578878
-2.91212,1.84747,0.604698
-2.91212,1.9101,0.638146
-2.91212,1.97273,0.702013
-2.91212,2.03535,9.62262
-2.91212,2.09798,4.01983
-2.91212,2.16061,2.43569
-2.91212,2.22323,14.4728
-2.91212,2.28586,8.1188
-2.91212,2.34848,9.22478
-2.91212,2.41111,3.8959
-2.91212,2.47374,3.8054
-2.91212,2.53636,4.13197
-2.91212,2.59899,5.36612
-2.91212,2.66162,1.55777
-2.91212,2.72424,1.5619
-2.91212,2.78687,1.63621
-2.91212,2.84949,1.75985
-2.91212,2.91212,2.40727
-2.91212,2.97475,3.747
-2.91212,3.03737,7.68584
-2.91212,3.1,3.48285
-2.84949,-3.1,3.27348
-2.84949,-3.03737,5.67168
-2.84949,-2.97475,19.6935
-2.84949,-2.91212,2.57248
-2.84949,-2.84949,1.97208
-2.84949,-2.78687,2.17893
-2.84949,-2.72424,6.04998
-2.84949,-2.66162,2.20528
-2.84949,-2.59899,2.59407
-2.84949,-2.53636,2.20795
-2.84949,-2.47374,2.11576
-2.84949,-2.41111,9.1724
-2.84949,-2.34848,8.06804
-2.84949,-2.28586,3.38463
-2.84949,-2.22323,4.81718
-2.84949,-2.16061,9.79887
-2.84949,-2.09798,10.9842
-2.84949,-2.03535,5.79202
-2.84949,-1.97273,19.028
-2.84949,-1.9101,13.2897
-2.84949,-1.84747,-1
-2.84949,-1.78485,8.40002
-2.84949,-1.72222,6.4461
-2.84949,-1.6596,27.2915
-2.84949,-1.59697,5.07316
-2.84949,-1.53434,17.3949
-2.84949,-1.47172,10.6516
-2.84949,-1.40909,4.0447
-2.84949,-1.34646,3.86426
-2.84949,-1.28384,4.17792
-2.84949,-1.22121,-1
-2.84949,-1.15859,4.96386
-2.84949,-1.09596,-1
-2.84949,-1.03333,-1
-2.84949,-0.970707,14.214
-2.84949,-0.908081,4.10015
-2.84949,-0.845455,-1
-2.84949,-0.782828,-1
-2.84949,-0.720202,-1
-2.84949,-0.657576,-1
-2.84949,-0.594949,-1
-2.84949,-0.532323,-1
-2.84949,-0.469697,-1
-2.84949,-0.407071,-1
-2.84949,-0.344444,-1
-2.84949,-0.281818,-1
-2.84949,-0.219192,-1
-2.84949,-0.156566,-1
-2.84949,-0.0939394,-1
-2.84949,-0.0313131,-1
-2.84949,0.0313131,-1
-2.84949,0.0939394,-1
-2.84949,0.156566,-1
-2.84949,0.219192,-1
-2.84949,0.281818,-1
-2.84949,0.344444,-1
-2.84949,0.407071,-1
-2.84949,0.469697,-1
-2.84949,0.532323,-1
-2.84949,0.594949,-1
-2.84949,0.657576,-1
-2.84949,0.720202,-1
-2.84949,0.782828,-1
-2.84949,0.845455,-1
-2.84949,0.908081,-1
-2.84949,0.970707,20.023
-2.84949,1.03333,5.94616
-2.84949,1.09596,12.1092
-2.84949,1.15859,8.64771
-2.84949,1.22121,12.624
-2.84949,1.28384,0.603674
-2.84949,1.34646,0.596107
-2.84949,1.40909,0.600185
-2.84949,1.47172,0.613054
-2.84949,1.53434,0.637977
-2.84949,1.59697,5.07777
-2.84949,1.6596,2.84507
-2.84949,1.72222,3.13344
-2.84949,1.78485,4.5067
-2.84949,1.84747,7.54172
-2.84949,1.9101,8.39579
-2.84949,1.97273,2.44893
-2.84949,2.03535,14.6546
-2.84949,2.09798,19.616
-2.84949,2.16061,16.5233
-2.84949,2.22323,7.03518
-2.84949,2.28586,3.87688
-2.84949,2.34848,3.85164
-2.84949,2.41111,7.51695
-2.84949,2.47374,6.86487
-2.84949,2.53636,1.55162
-2.84949,2.59899,1.52259
-2.84949,2.66162,1.56981
-2.84949,2.72424,1.66216
-2.84949,2.78687,1.81871
-2.84949,2.84949,8.94545
-2.84949,2.91212,5.07999
-2.84949,2.97475,7.60422
-2.84949,3.03737,3.5058
-2.84949,3.1,4.33103
-2.78687,-3.1,1.3014
-2.78687,-3.03737,10.3292
-2.78687,-2.97475,16.8211
-2.78687,-2.91212,2.46122
-2.78687,-2.84949,2.00767
-2.78687,-2.78687,1.88949
-2.78687,-2.72424,2.15933
-2.78687,-2.66162,9.24816
-2.78687,-2.59899,5.73182
-2.78687,-2.53636,2.14933
-2.78687,-2.47374,7.47111
-2.78687,-2.41111,2.51959
-2.78687,-2.34848,2.27027
-2.78687,-2.28586,2.15336
-2.78687,-2.22323,2.0926
-2.78687,-2.16061,2.0686
-2.78687,-2.09798,2.10648
-2.78687,-2.03535,-1
-2.78687,-1.97273,8.35571
-2.78687,-1.9101,6.46588
-2.78687,-1.84747,10.569
-2.78687,-1.78485,11.1042
-2.78687,-1.72222,2.95711
-2.78687,-1.6596,19.3326
-2.78687,-1.59697,6.65594
-2.78687,-1.53434,7.10243
-2.78687,-1.47172,17.5644
-2.78687,-1.40909,5.68636
-2.78687,-1.34646,6.42316
-2.78687,-1.28384,7.68383
-2.78687,-1.22121,7.9866
-2.78687,-1.15859,3.94845
-2.78687,-1.09596,-1
-2.78687,-1.03333,-1
-2.78687,-0.970707,-1
-2.78687,-0.908081,-1
-2.78687,-0.845455,3.7479
-2.78687,-0.782828,-1
-2.78687,-0.720202,-1
-2.78687,-0.657576,-1
-2.78687,-0.594949,-1
-2.78687,-0.532323,-1
-2.78687,-0.469697,-1
-2.78687,-0.407071,-1
-2.78687,-0.344444,-1
-2.78687,-0.281818,-1
-2.78687,-0.219192,-1
-2.78687,-0.156566,-1
-2.78687,-0.0939394,-1
-2.78687,-0.0313131,-1
-2.78687,0.0313131,-1
-2.78687,0.0939394,-1
-2.78687,0.156566,-1
-2.78687,0.219192,-1
-2.78687,0.281818,-1
-2.78687,0.344444,-1
-2.78687,0.407071,-1
-2.78687,0.469697,-1
-2.78687,0.532323,-1
-2.78687,0.594949,-1
-2.78687,0.657576,-1
-2.78687,0.720202,-1
-2.78687,0.782828,-1
-2.78687,0.845455,-1
-2.78687,0.908081,-1
-2.78687,0.970707,-1
-2.78687,1.03333,4.70159
-2.78687,1.09596,-1
-2.78687,1.15859,6.51097
-2.78687,1.22121,15.566
-2.78687,1.28384,3.97159
-2.78687,1.34646,-1
-2.78687,1.40909,11.7822
-2.78687,1.47172,6.63476
-2.78687,1.53434,6.81665
-2.78687,1.59697,-1
-2.78687,1.6596,2.71205
-2.78687,1.72222,2.46
-2.78687,1.78485,4.49822
-2.78687,1.84747,3.54174
-2.78687,1.9101,4.04327
-2.78687,1.97273,21.3857
-2.78687,2.03535,21.138
-2.78687,2.09798,4.16961
-2.78687,2.16061,3.98287
-2.78687,2.22323,4.93433
-2.78687,2.28586,4.76188
-2.78687,2.34848,8.35498
-2.78687,2.41111,1.56685
-2.78687,2.47374,1.50037
-2.78687,2.53636,1.52486
-2.78687,2.59899,1.59679
-2.78687,2.66162,1.71083
-2.78687,2.72424,2.08527
-2.78687,2.78687,4.60632
-2.78687,2.84949,7.67324
-2.78687,2.91212,3.79404
-2.78687,2.97475,3.50855
-2.78687,3.03737,6.54894
-2.78687,3.1,2.81513
-2.72424,-3.1,3.59881
-2.72424,-3.03737,3.30835
-2.72424,-2.97475,4.03865
-2.72424,-2.91212,2.23956
-2.72424,-2.84949,2.04881
-2.72424,-2.78687,1.88962
-2.72424,-2.72424,1.84483
-2.72424,-2.66162,2.23655
-2.72424,-2.59899,3.34384
-2.72424,-2.53636,3.53531
-2.72424,-2.47374,2.38512
-2.72424,-2.41111,2.11836
-2.72424,-2.34848,5.37306
-2.72424,-2.28586,6.7436
-2.72424,-2.22323,12.0213
-2.72424,-2.16061,4.54305
-2.72424,-2.09798,2.31511
-2.72424,-2.03535,2.22369
-2.72424,-1.97273,2.16603
-2.72424,-1.9101,2.13324
-2.72424,-1.84747,2.13703
-2.72424,-1.78485,4.22644
-2.72424,-1.72222,10.2329
-2.72424,-1.6596,5.49033
-2.72424,-1.59697,12.5426
-2.72424,-1.53434,-1
-2.72424,-1.47172,9.83851
-2.72424,-1.40909,3.1041
-2.72424,-1.34646,6.36401
-2.72424,-1.28384,11.7167
-2.72424,-1.22121,-1
-2.72424,-1.15859,7.19891
-2.72424,-1.09596,-1
-2.72424,-1.03333,-1
-2.72424,-0.970707,-1
-2.72424,-0.908081,-1
-2.72424,-0.845455,-1
-2.72424,-0.782828,-1
-2.72424,-0.720202,-1
-2.72424,-0.657576,-1
-2.72424,-0.594949,-1
-2.72424,-0.532323,-1
-2.72424,-0.469697,-1
-2.72424,-0.407071,-1
-2.72424,-0.344444,-1
-2.72424,-0.281818,-1
-2.72424,-0.219192,-1
-2.72424,-0.156566,-1
-2.72424,-0.0939394,-1
-2.72424,-0.0313131,-1
-2.72424,0.0313131,-1
-2.72424,0.0939394,-1
-2.72424,0.156566,-1
-2.72424,0.219192,-1
-2.72424,0.281818,-1
-2.72424,0.344444,-1
-2.72424,0.407071,-1
-2.72424,0.469697,-1
-2.72424,0.532323,-1
-2.72424,0.594949,-1
-2.72424,0.657576,-1
-2.72424,0.720202,-1
-2.72424,0.782828,-1
-2.72424,0.845455,-1
-2.72424,0.908081,-1
-2.72424,0.970707,-1
-2.72424,1.03333,4.5657
-2.72424,1.09596,-1
-2.72424,1.15859,-1
-2.72424,1.22121,-1
-2.72424,1.28384,11.1362
-2.72424,1.34646,17.4941
-2.72424,1.40909,-1
-2.72424,1.47172,22.6801
-2.72424,1.53434,7.42498
-2.72424,1.59697,6.64714
-2.72424,1.6596,4.02879
-2.72424,1.72222,4.02586
-2.72424,1.78485,4.3925
-2.72424,1.84747,11.8133
-2.72424,1.9101,6.30234
-2.72424,1.97273,19.0652
-2.72424,2.03535,5.61177
-2.72424,2.09798,7.24443
-2.72424,2.16061,8.87862
-2.72424,2.22323,7.89694
-2.72424,2.28586,1.60879
-2.72424,2.34848,1.48906
-2.72424,2.41111,1.49543
-2.72424,2.47374,1.5503
-2.72424,2.53636,1.6435
-2.72424,2.59899,1.81555
-2.72424,2.66162,8.69818
-2.72424,2.72424,5.79811
-2.72424,2.78687,7.20635
-2.72424,2.84949,14.254
-2.72424,2.91212,3.47998
-2.72424,2.97475,6.56136
-2.72424,3.03737,2.8773
-2.72424,3.1,4.83013
-2.66162,-3.1,4.8809
-2.66162,-3.03737,4.19756
-2.66162,-2.97475,4.47354
-2.66162,-2.91212,2.25805
-2.66162,-2.84949,2.11751
-2.66162,-2.78687,1.90722
-2.66162,-2.72424,1.82168
-2.66162,-2.66162,1.8296
-2.66162,-2.59899,2.57888
-2.66162,-2.53636,3.96954
-2.66162,-2.47374,3.49326
-2.66162,-2.41111,5.38947
-2.66162,-2.34848,2.30507
-2.66162,-2.28586,2.12876
-2.66162,-2.22323,8.84175
-2.66162,-2.16061,14.0968
-2.66162,-2.09798,4.27811
-2.66162,-2.03535,14.1325
-2.66162,-1.97273,3.37272
-2.66162,-1.9101,4.59802
-2.66162,-1.84747,22.5583
-2.66162,-1.78485,16.1507
-2.66162,-1.72222,4.08079
-2.66162,-1.6596,4.14242
-2.66162,-1.59697,18.2365
-2.66162,-1.53434,13.2544
-2.66162,-1.47172,8.14331
-2.66162,-1.40909,8.40871
-2.66162,-1.34646,-1
-2.66162,-1.28384,-1
-2.66162,-1.22121,-1
-2.66162,-1.15859,-1
-2.66162,-1.09596,9.13127
-2.66162,-1.03333,-1
-2.66162,-0.970707,-1
-2.66162,-0.908081,-1
-2.66162,-0.845455,-1
-2.66162,-0.782828,-1
-2.66162,-0.720202,-1
-2.66162,-0.657576,-1
-2.66162,-0.594949,-1
-2.66162,-0.532323,-1
-2.66162,-0.469697,-1
-2.66162,-0.407071,-1
-2.66162,-0.344444,-1
-2.66162,-0.281818,-1
-2.66162,-0.219192,-1
-2.66162,-0.156566,-1
-2.66162,-0.0939394,-1
-2.66162,-0.0313131,-1
-2.66162,0.0313131,-1
-2.66162,0.0939394,-1
-2.66162,0.156566,-1
-2.66162,0.219192,-1
-2.66162,0.281818,-1
-2.66162,0.344444,-1
-2.66162,0.407071,-1
-2.66162,0.469697,-1
-2.66162,0.532323,-1
-2.66162,0.594949,-1
-2.66162,0.657576,-1
-2.66162,0.720202,-1
-2.66162,0.782828,-1
-2.66162,0.845455,-1
-2.66162,0.908081,-1
-2.66162,0.970707,-1
-2.66162,1.03333,-1
-2.66162,1.09596,-1
-2.66162,1.15859,13.2228
-2.66162,1.22121,8.84398
-2.66162,1.28384,-1
-2.66162,1.34646,6.23555
-2.66162,1.40909,6.12749
-2.66162,1.47172,5.93658
-2.66162,1.53434,10.0764
-2.66162,1.59697,7.54869
-2.66162,1.6596,5.99384
-2.66162,1.72222,6.19006
-2.66162,1.78485,6.66778
-2.66162,1.84747,4.81543
-2.66162,1.9101,21.0677
-2.66162,1.97273,3.73311
-2.66162,2.03535,4.49942
-2.66162,2.09798,7.30304
-2.66162,2.16061,1.67962
-2.66162,2.22323,1.48366
-2.66162,2.28586,1.47759
-2.66162,2.34848,1.51834
-2.66162,2.41111,1.59709
-2.66162,2.47374,1.72876
-2.66162,2.53636,2.20677
-2.66162,2.59899,5.24257
-2.66162,2.66162,3.43011
-2.66162,2.72424,5.35925
-2.66162,2.78687,6.74942
-2.66162,2.84949,3.4193
-2.66162,2.91212,4.19019
-2.66162,2.97475,2.88284
-2.66162,3.03737,4.17338
-2.66162,3.1,1.36267
-2.59899,-3.1,10.7476
-2.59899,-3.03737,5.43183
-2.59899,-2.97475,1.74323
-2.59899,-2.91212,2.39168
-2.59899,-2.84949,6.19154
-2.59899,-2.78687,1.93623
-2.59899,-2.72424,1.82355
-2.59899,-2.66162,1.78608
-2.59899,-2.59899,1.84346
-2.59899,-2.53636,3.92928
-2.59899,-2.47374,12.3195
-2.59899,-2.41111,5.16455
-2.59899,-2.34848,18.5285
-2.59899,-2.28586,9.74222
-2.59899,-2.22323,13.1826
-2.59899,-2.16061,7.62054
-2.59899,-2.09798,4.94108
-2.59899,-2.03535,22.9448
-2.59899,-1.97273,4.40114
-2.59899,-1.9101,8.08108
-2.59899,-1.84747,5.1613
-2.59899,-1.78485,17.0812
-2.59899,-1.72222,13.5194
-2.59899,-1.6596,3.35946
-2.59899,-1.59697,12.7154
-2.59899,-1.53434,5.21942
-2.59899,-1.47172,5.33913
-2.59899,-1.40909,17.2371
-2.59899,-1.34646,17.8302
-2.59899,-1.28384,8.76427
-2.59899,-1.22121,8.44817
-2.59899,-1.15859,-1
-2.59899,-1.09596,-1
-2.59899,-1.03333,-1
-2.59899,-0.970707,-1
-2.59899,-0.908081,-1
-2.59899,-0.845455,-1
-2.59899,-0.782828,-1
-2.59899,-0.720202,-1
-2.59899,-0.657576,-1
-2.59899,-0.594949,-1
-2.59899,-0.532323,-1
-2.59899,-0.469697,-1
-2.59899,-0.407071,-1
-2.59899,-0.344444,-1
-2.59899,-0.281818,-1
-2.59899,-0.219192,-1
-2.59899,-0.156566,-1
-2.59899,-0.0939394,-1
-2.59899,-0.0313131,-1
-2.59899,0.0313131,-1
-2.59899,0.0939394,-1
-2.59899,0.156566,-1
-2.59899,0.219192,-1
-2.59899,0.281818,-1
-2.59899,0.344444,-1
-2.59899,0.407071,-1
-2.59899,0.469697,-1
-2.59899,0.532323,-1
-2.59899,0.594949,-1
-2.59899,0.657576,-1
-2.59899,0.720202,-1
-2.59899,0.782828,-1
-2.59899,0.845455,-1
-2.59899,0.908081,-1
-2.59899,0.970707,-1
-2.59899,1.03333,-1
-2.59899,1.09596,-1
-2.59899,1.15859,-1
-2.59899,1.22121,3.87672
-2.59899,1.28384,-1
-2.59899,1.34646,-1
-2.59899,1.40909,5.04301
-2.59899,1.47172,4.52115
-2.59899,1.53434,6.04486
-2.59899,1.59697,5.10819
-2.59899,1.6596,3.88377
-2.59899,1.72222,-1
-2.59899,1.78485,25.1119
-2.59899,1.84747,9.8087
-2.59899,1.9101,6.39611
-2.59899,1.97273,4.78499
-2.59899,2.03535,1.6228
-2.59899,2.09798,1.47999
-2.59899,2.16061,1.46835
